id,name,metabolites,lower_bound,upper_bound,gene_reaction_rule,annotation,notes,objective_coefficient
ALAR_num1,Alanine racemase,"OrderedDict([('ala__D_c', 1.0), ('ala__L_c', -1.0)])",0.0,1000.0,b1190,"OrderedDict([('bigg.reaction', 'ALAR'), ('biocyc', 'META:ALARACECAT-RXN'), ('ec-code', '5.1.1.1'), ('kegg.reaction', 'R00401'), ('metanetx.reaction', 'MNXR95693'), ('rhea', ['20249', '20250', '20251', '20252']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ALAR_reverse')])",
ALATA_L_num1,L-alanine transaminase,"OrderedDict([('akg_c', -1.0), ('ala__L_c', -1.0), ('glu__L_c', 1.0), ('pyr_c', 1.0)])",0.0,1000.0,b2290,"OrderedDict([('bigg.reaction', 'ALATA_L'), ('biocyc', ['META:ALANINE-AMINOTRANSFERASE-RXN', 'META:RXN-13698']), ('ec-code', '2.6.1.2'), ('kegg.reaction', 'R00258'), ('metanetx.reaction', 'MNXR95698'), ('rhea', ['19453', '19454', '19455', '19456']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ALATA_L_reverse')])",
XYLK_num1,Xylulokinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('xu5p__D_c', 1.0), ('xylu__D_c', -1.0)])",0.0,1000.0,b0063,"OrderedDict([('bigg.reaction', 'XYLK'), ('biocyc', 'META:XYLULOKIN-RXN'), ('ec-code', '2.7.1.17'), ('kegg.reaction', 'R01639'), ('metanetx.reaction', 'MNXR105255'), ('rhea', ['10964', '10965', '10966', '10967']), ('sbo', 'SBO:0000375')])",,
RBK,Ribokinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0), ('r5p_c', 1.0), ('rib__D_c', -1.0)])",0.0,1000.0,b3752,"OrderedDict([('bigg.reaction', 'RBK'), ('ec-code', '2.7.1.15'), ('metanetx.reaction', 'MNXR103431'), ('sbo', 'SBO:0000375')])",,
GLYK,Glycerol kinase,"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('glyc3p_c', 1.0), ('glyc_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b3926,"OrderedDict([('bigg.reaction', 'GLYK'), ('biocyc', 'META:GLYCEROL-KIN-RXN'), ('ec-code', '2.7.1.30'), ('kegg.reaction', 'R00847'), ('metanetx.reaction', 'MNXR100348'), ('rhea', ['21644', '21645', '21646', '21647']), ('sbo', 'SBO:0000375')])",,
PPM,Phosphopentomutase,"OrderedDict([('r1p_c', -1.0), ('r5p_c', 1.0)])",0.0,1000.0,b4383,"OrderedDict([('bigg.reaction', 'PPM'), ('biocyc', 'META:RXN-14456'), ('ec-code', ['5.4.2.-', '5.4.2.2', '5.4.2.7']), ('metanetx.reaction', 'MNXR103115'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PPM_reverse')])",
ASPTA_num1,Aspartate transaminase,"OrderedDict([('akg_c', -1.0), ('asp__L_c', -1.0), ('glu__L_c', 1.0), ('oaa_c', 1.0)])",0.0,1000.0,b0928,"OrderedDict([('bigg.reaction', 'ASPTA'), ('biocyc', ['META:ASPAMINOTRANS-RXN', 'META:RXN-13697']), ('ec-code', '2.6.1.1'), ('kegg.reaction', 'R00355'), ('metanetx.reaction', 'MNXR96079'), ('rhea', ['21824', '21825', '21826', '21827']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ASPTA_reverse')])",
FBP_num1,Fructose-bisphosphatase,"OrderedDict([('f6p_c', 1.0), ('fdp_c', -1.0), ('h2o_c', -1.0), ('pi_c', 1.0)])",0.0,1000.0,b2930,"OrderedDict([('bigg.reaction', 'FBP'), ('ec-code', '3.1.3.11'), ('metanetx.reaction', 'MNXR99465'), ('rhea', ['11064', '11065', '11066', '11067']), ('sbo', 'SBO:0000375')])",,
GLGC,Glucose-1-phosphate adenylyltransferase,"OrderedDict([('adpglc_c', 1.0), ('atp_c', -1.0), ('g1p_c', -1.0), ('h_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b3430,"OrderedDict([('bigg.reaction', 'GLGC'), ('biocyc', 'META:GLUC1PADENYLTRANS-RXN'), ('ec-code', '2.7.7.27'), ('kegg.reaction', 'R00948'), ('metanetx.reaction', 'MNXR100243'), ('rhea', ['12120', '12121', '12122', '12123']), ('sbo', 'SBO:0000375')])",,
PYK_num1,Pyruvate kinase,"OrderedDict([('adp_c', -1.0), ('atp_c', 1.0), ('h_c', -1.0), ('pep_c', -1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1854,"OrderedDict([('bigg.reaction', 'PYK'), ('biocyc', 'META:PEPDEPHOS-RXN'), ('ec-code', '2.7.1.40'), ('kegg.reaction', 'R00200'), ('metanetx.reaction', 'MNXR103371'), ('rhea', ['18157', '18158', '18159', '18160']), ('sbo', 'SBO:0000375')])",,
A5PISO_num1,Arabinose-5-phosphate isomerase,"OrderedDict([('ara5p_c', 1.0), ('ru5p__D_c', -1.0)])",0.0,1000.0,b3197,"OrderedDict([('bigg.reaction', 'A5PISO'), ('biocyc', 'META:DARAB5PISOM-RXN'), ('ec-code', '5.3.1.13'), ('kegg.reaction', 'R01530'), ('metanetx.reaction', 'MNXR95132'), ('rhea', ['23104', '23105', '23106', '23107']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'A5PISO_reverse')])",
EX_met__L_e,L-Methionine exchange,"OrderedDict([('met__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'met__L'), ('sbo', 'SBO:0000627')])",,
EX_metsox_S__L_e,L-Methionine S-oxide exchange,"OrderedDict([('metsox_S__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'metsox_S__L'), ('sbo', 'SBO:0000627')])",,
IPPMIb,2-isopropylmalate hydratase,"OrderedDict([('2ippm_c', -1.0), ('3c3hmp_c', 1.0), ('h2o_c', -1.0)])",0.0,1000.0,b0071 and b0072,"OrderedDict([('bigg.reaction', 'IPPMIb'), ('biocyc', 'META:3-ISOPROPYLMALISOM-RXN'), ('ec-code', '4.2.1.33'), ('kegg.reaction', 'R03968'), ('metanetx.reaction', 'MNXR100826'), ('rhea', ['16293', '16294', '16295', '16296']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'IPPMIb_reverse')])",
ACHBS_num1,2-aceto-2-hydroxybutanoate synthase,"OrderedDict([('2ahbut_c', 1.0), ('2obut_c', -1.0), ('co2_c', 1.0), ('h_c', -1.0), ('pyr_c', -1.0)])",0.0,1000.0,b3670 and b3671,"OrderedDict([('bigg.reaction', 'ACHBS'), ('biocyc', 'META:ACETOOHBUTSYN-RXN'), ('ec-code', '2.2.1.6'), ('kegg.reaction', 'R08648'), ('metanetx.reaction', 'MNXR95260'), ('rhea', ['27654', '27655', '27656', '27657']), ('sbo', 'SBO:0000375')])",,
ACLS_num1,Acetolactate synthase,"OrderedDict([('alac__S_c', 1.0), ('co2_c', 1.0), ('h_c', -1.0), ('pyr_c', -2.0)])",0.0,1000.0,b0077 and b0078,"OrderedDict([('bigg.reaction', 'ACLS'), ('biocyc', 'META:ACETOLACTSYN-RXN'), ('ec-code', '2.2.1.6'), ('kegg.reaction', 'R00226'), ('metanetx.reaction', 'MNXR95271'), ('rhea', ['25249', '25250', '25251', '25252']), ('sbo', 'SBO:0000375')])",,
PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,"OrderedDict([('3psme_c', 1.0), ('pep_c', -1.0), ('pi_c', 1.0), ('skm5p_c', -1.0)])",0.0,1000.0,b0908,"OrderedDict([('bigg.reaction', 'PSCVT'), ('biocyc', 'META:2.5.1.19-RXN'), ('ec-code', '2.5.1.19'), ('kegg.reaction', 'R03460'), ('metanetx.reaction', 'MNXR103226'), ('rhea', ['21256', '21257', '21258', '21259']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PSCVT_reverse')])",
ANS,Anthranilate synthase,"OrderedDict([('anth_c', 1.0), ('chor_c', -1.0), ('gln__L_c', -1.0), ('glu__L_c', 1.0), ('h_c', 1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1263 and b1264,"OrderedDict([('bigg.reaction', 'ANS'), ('biocyc', 'META:ANTHRANSYN-RXN'), ('ec-code', '4.1.3.27'), ('kegg.reaction', 'R00986'), ('metanetx.reaction', 'MNXR95843'), ('rhea', ['21732', '21733', '21734', '21735']), ('sbo', 'SBO:0000375')])",,
ANPRT,Anthranilate phosphoribosyltransferase,"OrderedDict([('anth_c', -1.0), ('ppi_c', 1.0), ('pran_c', 1.0), ('prpp_c', -1.0)])",0.0,1000.0,b1263,"OrderedDict([('bigg.reaction', 'ANPRT'), ('biocyc', 'META:PRTRANS-RXN'), ('ec-code', '2.4.2.18'), ('kegg.reaction', 'R01073'), ('metanetx.reaction', 'MNXR95842'), ('rhea', ['11768', '11769', '11770', '11771']), ('sbo', 'SBO:0000375')])",,
CHORM_num1,Chorismate mutase,"OrderedDict([('chor_c', -1.0), ('pphn_c', 1.0)])",0.0,1000.0,b2599,"OrderedDict([('bigg.reaction', 'CHORM'), ('biocyc', 'META:CHORISMATEMUT-RXN'), ('ec-code', '5.4.99.5'), ('kegg.reaction', 'R01715'), ('metanetx.reaction', 'MNXR96708'), ('rhea', ['13897', '13898', '13899', '13900']), ('sbo', 'SBO:0000375')])",,
CHORS,Chorismate synthase,"OrderedDict([('3psme_c', -1.0), ('chor_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b2329,"OrderedDict([('bigg.reaction', 'CHORS'), ('biocyc', 'META:CHORISMATE-SYNTHASE-RXN'), ('ec-code', '4.2.3.5'), ('kegg.reaction', 'R01714'), ('metanetx.reaction', 'MNXR96709'), ('rhea', ['21020', '21021', '21022', '21023']), ('sbo', 'SBO:0000375')])",,
IGPS,Indole-3-glycerol-phosphate synthase,"OrderedDict([('2cpr5p_c', -1.0), ('3ig3p_c', 1.0), ('co2_c', 1.0), ('h2o_c', 1.0), ('h_c', -1.0)])",0.0,1000.0,b1262,"OrderedDict([('bigg.reaction', 'IGPS'), ('biocyc', 'META:IGPSYN-RXN'), ('ec-code', '4.1.1.48'), ('kegg.reaction', 'R03508'), ('metanetx.reaction', 'MNXR100814'), ('rhea', ['23476', '23477', '23478', '23479']), ('sbo', 'SBO:0000375')])",,
EX_crn_e,L-Carnitine exchange,"OrderedDict([('crn_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'crn'), ('sbo', 'SBO:0000627')])",,
EX_fe3_e,Fe3+ exchange,"OrderedDict([('fe3_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'fe3'), ('sbo', 'SBO:0000627')])","OrderedDict([('reflection', 'EX_fe3_e_reverse')])",
EX_glcn_e,D-Gluconate exchange,"OrderedDict([('glcn_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'glcn'), ('sbo', 'SBO:0000627')])",,
EX_gln__L_e,L-Glutamine exchange,"OrderedDict([('gln__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'gln__L'), ('sbo', 'SBO:0000627')])",,
EX_glyc_e,Glycerol exchange,"OrderedDict([('glyc_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'glyc'), ('sbo', 'SBO:0000627')])",,
EX_man_e,D-Mannose exchange,"OrderedDict([('man_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'man'), ('sbo', 'SBO:0000627')])",,
EX_mn2_e,Mn2+ exchange,"OrderedDict([('mn2_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'mn2'), ('sbo', 'SBO:0000627')])","OrderedDict([('reflection', 'EX_mn2_e_reverse')])",
EX_rib__D_e,D-Ribose exchange,"OrderedDict([('rib__D_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'rib__D'), ('sbo', 'SBO:0000627')])",,
EX_sbt__D_e,D-Sorbitol exchange,"OrderedDict([('sbt__D_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'sbt__D'), ('sbo', 'SBO:0000627')])",,
ECOAH6_num1,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),"OrderedDict([('3htdcoa_c', -1.0), ('h2o_c', 1.0), ('td2coa_c', 1.0)])",0.0,1000.0,b2341,"OrderedDict([('bigg.reaction', 'ECOAH6'), ('biocyc', 'META:RXN-14273'), ('ec-code', ['4.2.1.17', '4.2.1.74']), ('kegg.reaction', 'R04740'), ('metanetx.reaction', 'MNXR97891'), ('rhea', ['31171', '31172', '31173', '31174']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ECOAH6_reverse')])",
ENO,Enolase,"OrderedDict([('2pg_c', -1.0), ('h2o_c', 1.0), ('pep_c', 1.0)])",0.0,1000.0,b2779,"OrderedDict([('bigg.reaction', 'ENO'), ('biocyc', 'META:2PGADEHYDRAT-RXN'), ('ec-code', '4.2.1.11'), ('kegg.reaction', 'R00658'), ('metanetx.reaction', 'MNXR97932'), ('rhea', ['10164', '10165', '10166', '10167']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ENO_reverse')])",
FBA_num1,Fructose-bisphosphate aldolase,"OrderedDict([('dhap_c', 1.0), ('fdp_c', -1.0), ('g3p_c', 1.0)])",0.0,1000.0,b2925,"OrderedDict([('bigg.reaction', 'FBA'), ('ec-code', '4.1.2.13'), ('kegg.reaction', 'R01068'), ('metanetx.reaction', 'MNXR99459'), ('rhea', ['14729', '14730', '14731', '14732']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'FBA_reverse')])",
MGSA,Methylglyoxal synthase,"OrderedDict([('dhap_c', -1.0), ('mthgxl_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b0963,"OrderedDict([('bigg.reaction', 'MGSA'), ('biocyc', 'META:METHGLYSYN-RXN'), ('ec-code', '4.2.3.3'), ('kegg.reaction', 'R01016'), ('metanetx.reaction', 'MNXR101551'), ('rhea', ['17937', '17938', '17939', '17940']), ('sbo', 'SBO:0000375')])",,
PPS,Phosphoenolpyruvate synthase,"OrderedDict([('amp_c', 1.0), ('atp_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('pep_c', 1.0), ('pi_c', 1.0), ('pyr_c', -1.0)])",0.0,1000.0,b1702,"OrderedDict([('bigg.reaction', 'PPS'), ('biocyc', 'META:PEPSYNTH-RXN'), ('ec-code', '2.7.9.2'), ('kegg.reaction', 'R00199'), ('metanetx.reaction', 'MNXR103140'), ('rhea', ['11364', '11365', '11366', '11367']), ('sbo', 'SBO:0000375')])",,
PGI,Glucose-6-phosphate isomerase,"OrderedDict([('f6p_c', 1.0), ('g6p_c', -1.0)])",0.0,1000.0,b4025,"OrderedDict([('bigg.reaction', 'PGI'), ('biocyc', 'META:PGLUCISOM-RXN'), ('ec-code', '5.3.1.9'), ('metanetx.reaction', 'MNXR102535'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PGI_reverse')])",
PGK,Phosphoglycerate kinase,"OrderedDict([('13dpg_c', 1.0), ('3pg_c', -1.0), ('adp_c', 1.0), ('atp_c', -1.0)])",0.0,1000.0,b2926,"OrderedDict([('bigg.reaction', 'PGK'), ('biocyc', 'META:PHOSGLYPHOS-RXN'), ('ec-code', '2.7.2.3'), ('kegg.reaction', 'R01512'), ('metanetx.reaction', 'MNXR102538'), ('rhea', ['14801', '14802', '14803', '14804']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PGK_reverse')])",
EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,"OrderedDict([('2ddg6p_c', -1.0), ('g3p_c', 1.0), ('pyr_c', 1.0)])",0.0,1000.0,b1850,"OrderedDict([('bigg.reaction', 'EDA'), ('biocyc', 'META:KDPGALDOL-RXN'), ('ec-code', ['4.1.2.14', '4.1.2.55']), ('kegg.reaction', 'R05605'), ('metanetx.reaction', 'MNXR97897'), ('rhea', ['17089', '17090', '17091', '17092']), ('sbo', 'SBO:0000375')])",,
PGL,6-phosphogluconolactonase,"OrderedDict([('6pgc_c', 1.0), ('6pgl_c', -1.0), ('h2o_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b0767,"OrderedDict([('bigg.reaction', 'PGL'), ('biocyc', 'META:6PGLUCONOLACT-RXN'), ('ec-code', '3.1.1.31'), ('kegg.reaction', 'R02035'), ('metanetx.reaction', 'MNXR102539'), ('rhea', ['12556', '12557', '12558', '12559']), ('sbo', 'SBO:0000375')])",,
RPE,Ribulose 5-phosphate 3-epimerase,"OrderedDict([('ru5p__D_c', -1.0), ('xu5p__D_c', 1.0)])",0.0,1000.0,b3386,"OrderedDict([('bigg.reaction', 'RPE'), ('biocyc', 'META:RIBULP3EPIM-RXN'), ('ec-code', '5.1.3.1'), ('kegg.reaction', 'R01529'), ('metanetx.reaction', 'MNXR104083'), ('rhea', ['13677', '13678', '13679', '13680']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'RPE_reverse')])",
TALA_num1,Transaldolase,"OrderedDict([('e4p_c', 1.0), ('f6p_c', 1.0), ('g3p_c', -1.0), ('s7p_c', -1.0)])",0.0,1000.0,b0008,"OrderedDict([('bigg.reaction', 'TALA'), ('biocyc', 'META:TRANSALDOL-RXN'), ('ec-code', '2.2.1.2'), ('kegg.reaction', 'R01827'), ('metanetx.reaction', 'MNXR104715'), ('rhea', ['17053', '17054', '17055', '17056']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'TALA_reverse')])",
TKT1_num1,Transketolase,"OrderedDict([('g3p_c', 1.0), ('r5p_c', -1.0), ('s7p_c', 1.0), ('xu5p__D_c', -1.0)])",0.0,1000.0,b2935,"OrderedDict([('bigg.reaction', 'TKT1'), ('ec-code', '2.2.1.1'), ('metanetx.reaction', 'MNXR104868'), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'TKT1_reverse')])",
G6PDA,Glucosamine-6-phosphate deaminase,"OrderedDict([('f6p_c', 1.0), ('gam6p_c', -1.0), ('h2o_c', -1.0), ('nh4_c', 1.0)])",0.0,1000.0,b0678,"OrderedDict([('bigg.reaction', 'G6PDA'), ('ec-code', '3.5.99.6'), ('kegg.reaction', 'R00765'), ('metanetx.reaction', 'MNXR99905'), ('sbo', 'SBO:0000375')])",,
ALCD2x_num1,Alcohol dehydrogenase (ethanol),"OrderedDict([('acald_c', 1.0), ('etoh_c', -1.0), ('h_c', 1.0), ('nad_c', -1.0), ('nadh_c', 1.0)])",0.0,1000.0,b1241,"OrderedDict([('bigg.reaction', 'ALCD2x'), ('biocyc', 'META:ALCOHOL-DEHYDROG-RXN'), ('ec-code', ['1.1.1.1', '1.1.1.71']), ('kegg.reaction', 'R00754'), ('metanetx.reaction', 'MNXR95725'), ('rhea', ['25290', '25291', '25292', '25293']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'ALCD2x_reverse')])",
ALDD2y_num1,"Aldehyde dehydrogenase (acetaldehyde, NADP)","OrderedDict([('ac_c', 1.0), ('acald_c', -1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nadp_c', -1.0), ('nadph_c', 1.0)])",0.0,1000.0,b0493,"OrderedDict([('bigg.reaction', 'ALDD2y'), ('biocyc', 'META:RXN0-3962'), ('ec-code', ['1.2.1.-', '1.2.1.4', '1.2.1.5']), ('kegg.reaction', 'R00711'), ('metanetx.reaction', 'MNXR95750'), ('rhea', ['25298', '25299', '25300', '25301']), ('sbo', 'SBO:0000375')])",,
RMI,L-rhamnose isomerase,"OrderedDict([('rml_c', 1.0), ('rmn_c', -1.0)])",0.0,1000.0,b3903,"OrderedDict([('bigg.reaction', 'RMI'), ('ec-code', '5.3.1.14'), ('kegg.reaction', 'R02437'), ('metanetx.reaction', 'MNXR104038'), ('rhea', ['23160', '23161', '23162', '23163']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'RMI_reverse')])",
EX_ura_e,Uracil exchange,"OrderedDict([('ura_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'ura'), ('sbo', 'SBO:0000627')])",,
EX_val__L_e,L-Valine exchange,"OrderedDict([('val__L_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'val__L'), ('sbo', 'SBO:0000627')])",,
EX_xan_e,Xanthine exchange,"OrderedDict([('xan_e', -1.0)])",0.0,1000.0,,"OrderedDict([('bigg.reaction', 'xan'), ('sbo', 'SBO:0000627')])",,
FMNAT,FMN adenylyltransferase,"OrderedDict([('atp_c', -1.0), ('fad_c', 1.0), ('fmn_c', -1.0), ('h_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b0025,"OrderedDict([('bigg.reaction', 'FMNAT'), ('biocyc', 'META:FADSYN-RXN'), ('ec-code', '2.7.7.2'), ('kegg.reaction', 'R00161'), ('metanetx.reaction', 'MNXR95501'), ('rhea', ['17237', '17238', '17239', '17240']), ('sbo', 'SBO:0000375')])",,
NADDP_num1,NAD diphosphatase,"OrderedDict([('amp_c', 1.0), ('h2o_c', -1.0), ('h_c', 2.0), ('nad_c', -1.0), ('nmn_c', 1.0)])",0.0,1000.0,b3996,"OrderedDict([('bigg.reaction', 'NADDP'), ('biocyc', 'META:NADPYROPHOSPHAT-RXN'), ('ec-code', ['3.6.1.22', '3.6.1.9']), ('kegg.reaction', 'R00103'), ('metanetx.reaction', 'MNXR101861'), ('rhea', ['11800', '11801', '11802', '11803']), ('sbo', 'SBO:0000375')])",,
NMNAT_num1,Nicotinamide-nucleotide adenylyltransferase,"OrderedDict([('atp_c', -1.0), ('h_c', -1.0), ('nad_c', 1.0), ('nmn_c', -1.0), ('ppi_c', 1.0)])",0.0,1000.0,b4390,"OrderedDict([('bigg.reaction', 'NMNAT'), ('biocyc', 'META:2.7.7.1-RXN'), ('ec-code', ['2.7.7.1', '2.7.7.18']), ('kegg.reaction', 'R00137'), ('metanetx.reaction', 'MNXR95841'), ('rhea', ['21360', '21361', '21362', '21363']), ('sbo', 'SBO:0000375')])",,
HMPK1_num1,Hydroxymethylpyrimidine kinase (ATP),"OrderedDict([('4ahmmp_c', -1.0), ('4ampm_c', 1.0), ('adp_c', 1.0), ('atp_c', -1.0), ('h_c', 1.0)])",0.0,1000.0,b2103,"OrderedDict([('bigg.reaction', 'HMPK1'), ('biocyc', 'META:OHMETPYRKIN-RXN'), ('ec-code', '2.7.1.49'), ('kegg.reaction', 'R03471'), ('metanetx.reaction', 'MNXR100664'), ('rhea', ['23096', '23097', '23098', '23099']), ('sbo', 'SBO:0000375')])",,
NDPK6_num1,Nucleoside-diphosphate kinase (ATP:dUDP),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('dudp_c', -1.0), ('dutp_c', 1.0)])",0.0,1000.0,b0474,"OrderedDict([('bigg.reaction', 'NDPK6'), ('biocyc', 'META:DUDPKIN-RXN'), ('ec-code', '2.7.4.6'), ('kegg.reaction', 'R02331'), ('metanetx.reaction', 'MNXR101938'), ('rhea', ['28582', '28583', '28584', '28585']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'NDPK6_reverse')])",
NDPK8_num1,Nucleoside-diphosphate kinase (ATP:dADP),"OrderedDict([('adp_c', 1.0), ('atp_c', -1.0), ('dadp_c', -1.0), ('datp_c', 1.0)])",0.0,1000.0,b0474,"OrderedDict([('bigg.reaction', 'NDPK8'), ('biocyc', 'META:DADPKIN-RXN'), ('ec-code', '2.7.4.6'), ('kegg.reaction', 'R01137'), ('metanetx.reaction', 'MNXR101940'), ('rhea', ['27674', '27675', '27676', '27677']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'NDPK8_reverse')])",
PYNP2r,Pyrimidine-nucleoside phosphorylase (uracil),"OrderedDict([('pi_c', -1.0), ('r1p_c', 1.0), ('ura_c', 1.0), ('uri_c', -1.0)])",0.0,1000.0,b3831,"OrderedDict([('bigg.reaction', 'PYNP2r'), ('biocyc', 'META:URPHOS-RXN'), ('ec-code', ['2.4.2.2', '2.4.2.3']), ('kegg.reaction', 'R01876'), ('metanetx.reaction', 'MNXR103377'), ('rhea', ['24388', '24389', '24390', '24391']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'PYNP2r_reverse')])",
DURIPP_num1,Deoxyuridine phosphorylase,"OrderedDict([('2dr1p_c', 1.0), ('duri_c', -1.0), ('pi_c', -1.0), ('ura_c', 1.0)])",0.0,1000.0,b4382,"OrderedDict([('bigg.reaction', 'DURIPP'), ('biocyc', 'META:URA-PHOSPH-RXN'), ('ec-code', ['2.4.2.1', '2.4.2.2', '2.4.2.3', '2.4.2.4']), ('kegg.reaction', 'R02484'), ('metanetx.reaction', 'MNXR97818'), ('rhea', ['22824', '22825', '22826', '22827']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'DURIPP_reverse')])",
PTRCTA,Putrescine Transaminase,"OrderedDict([('4abutn_c', 1.0), ('akg_c', -1.0), ('glu__L_c', 1.0), ('ptrc_c', -1.0)])",0.0,1000.0,b3073,"OrderedDict([('bigg.reaction', 'PTRCTA'), ('biocyc', 'META:PUTTRANSAM-RXN'), ('ec-code', ['2.6.1.29', '2.6.1.82']), ('kegg.reaction', 'R01155'), ('metanetx.reaction', 'MNXR103337'), ('rhea', ['23816', '23817', '23818', '23819']), ('sbo', 'SBO:0000375')])",,
CYSDS_num1,Cysteine Desulfhydrase,"OrderedDict([('cys__L_c', -1.0), ('h2o_c', -1.0), ('h2s_c', 1.0), ('nh4_c', 1.0), ('pyr_c', 1.0)])",0.0,1000.0,b3008,"OrderedDict([('bigg.reaction', 'CYSDS'), ('biocyc', 'META:LCYSDESULF-RXN'), ('ec-code', ['4.4.1.1', '4.4.1.28', '4.4.1.8']), ('kegg.reaction', 'R00782'), ('metanetx.reaction', 'MNXR96994'), ('rhea', ['24931', '24932', '24933', '24934']), ('sbo', 'SBO:0000375')])",,
TRPAS2,Tryptophanase (L-tryptophan),"OrderedDict([('h2o_c', -1.0), ('indole_c', 1.0), ('nh4_c', 1.0), ('pyr_c', 1.0), ('trp__L_c', -1.0)])",0.0,1000.0,b3708,"OrderedDict([('bigg.reaction', 'TRPAS2'), ('biocyc', 'META:TRYPTOPHAN-RXN'), ('ec-code', '4.1.99.1'), ('kegg.reaction', 'R00673'), ('metanetx.reaction', 'MNXR104941'), ('rhea', ['19553', '19554', '19555', '19556']), ('sbo', 'SBO:0000375')])","OrderedDict([('reflection', 'TRPAS2_reverse')])",
NDP3_num1,Nucleoside diphosphatase  GDP ,"OrderedDict([('gdp_c', -1.0), ('gmp_c', 1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b1134,"OrderedDict([('bigg.reaction', 'NDP3'), ('biocyc', 'META:GUANOSINE-DIPHOSPHATASE-RXN'), ('ec-code', ['3.6.1.42', '3.6.1.5', '3.6.1.6']), ('kegg.reaction', 'R00328'), ('metanetx.reaction', 'MNXR101928'), ('rhea', ['22156', '22157', '22158', '22159']), ('sbo', 'SBO:0000375')])",,
CDPPH,CDP phosphohydrolase,"OrderedDict([('cdp_c', -1.0), ('cmp_c', 1.0), ('h2o_c', -1.0), ('h_c', 1.0), ('pi_c', 1.0)])",0.0,1000.0,b3614,"OrderedDict([('bigg.reaction', 'CDPPH'), ('biocyc', 'META:RXN-12198'), ('ec-code', ['3.6.1.5', '3.6.1.6']), ('kegg.reaction', 'R00514'), ('metanetx.reaction', 'MNXR96559'), ('sbo', 'SBO:0000375')])",,
